t,x,y,z,xd,yd,zd,xdot,ydot,zdot,norm
3.23,0.6,0.3,0.4,0.6,0.3,0.4,2.8187e-07,-6.29993e-07,1.03181e-06,1.24136e-06
3.24,0.6,0.3,0.4,0.6,0.3,0.4,8.15918e-07,-1.20002e-06,3.52111e-07,1.49324e-06
3.25,0.6,0.3,0.4,0.6,0.3,0.4,6.65983e-07,-5.52262e-07,4.25889e-07,9.64317e-07
3.26,0.6,0.3,0.4,0.6,0.3,0.4,-3.4808e-07,-7.65988e-08,-5.38044e-07,6.45383e-07
3.27,0.6,0.3,0.4,0.6,0.3,0.4,-6.15801e-07,4.4042e-07,-4.55559e-07,8.8358e-07
3.28,0.6,0.3,0.4,0.6,0.3,0.4,6.60792e-08,1.10699e-08,-6.4132e-07,6.44811e-07
3.29,0.6,0.3,0.399999,0.6,0.3,0.4,9.81317e-08,-1.30765e-07,3.60819e-07,3.96131e-07
3.3,0.6,0.3,0.400001,0.6,0.3,0.4,4.49706e-07,-1.30662e-06,8.45879e-07,1.62018e-06
3.31,0.6,0.3,0.4,0.6,0.3,0.4,-2.97898e-07,-1.88441e-07,-5.67715e-07,6.68246e-07
3.32,0.6,0.3,0.4,0.6,0.3,0.4,-6.63749e-07,4.59343e-07,-8.46049e-07,1.16934e-06
3.33,0.6,0.3,0.4,0.6,0.3,0.4,-1.98015e-07,-2.88381e-08,-4.64267e-07,5.05554e-07
3.34,0.6,0.3,0.4,0.6,0.3,0.4,-4.79486e-08,1.89232e-08,-3.9049e-07,3.93878e-07
3.35,0.6,0.3,0.4,0.6,0.3,0.4,4.33683e-07,-3.46346e-07,-6.20358e-07,8.32394e-07
3.36,0.6,0.3,0.399999,0.6,0.3,0.4,9.98837e-08,1.59603e-07,1.03447e-07,2.14829e-07
3.37,0.6,0.3,0.4,0.6,0.3,0.4,-3.86217e-07,7.1071e-07,1.17364e-06,1.42538e-06
3.38,0.6,0.3,0.4,0.6,0.3,0.4,4.47832e-07,-4.5932e-07,4.93938e-07,8.09631e-07
3.39,0.6,0.3,0.400001,0.6,0.3,0.4,4.17787e-07,-4.69257e-07,-8.70785e-09,6.2835e-07
3.4,0.6,0.3,0.4,0.6,0.3,0.4,-4.79485e-08,1.8923e-08,-3.9049e-07,3.93878e-07
3.41,0.6,0.3,0.4,0.6,0.3,0.4,-9.81312e-08,1.30765e-07,-3.60819e-07,3.96131e-07
3.42,0.6,0.3,0.4,0.6,0.3,0.4,-2.51824e-07,6.39931e-07,-5.29165e-07,8.67722e-07
3.43,0.6,0.3,0.399999,0.6,0.3,0.4,-2.52184e-07,-1.14446e-07,2.42937e-07,3.68392e-07
3.44,0.6,0.3,0.399999,0.6,0.3,0.4,2.9687e-08,-7.44438e-07,1.27475e-06,1.4765e-06
3.45,0.6,0.3,0.400001,0.6,0.3,0.4,-3.60629e-10,-7.54376e-07,7.72102e-07,1.07946e-06
3.46,0.6,0.3,0.4,0.6,0.3,0.4,-4.47964e-07,-2.36202e-07,-6.41492e-07,8.17297e-07
3.47,0.6,0.3,0.4,0.6,0.3,0.4,-5.46096e-07,-1.05437e-07,-1.00231e-06,1.14628e-06
3.48,0.6,0.3,0.4,0.6,0.3,0.4,-4.65735e-07,4.88181e-07,-3.81782e-07,7.75234e-07
3.49,0.6,0.3,0.4,0.6,0.3,0.4,-8.17528e-08,-1.2961e-07,-1.13526e-06,1.14555e-06
3.5,0.6,0.3,0.399999,0.6,0.3,0.4,5.34048e-07,-5.7003e-07,-6.797e-07,1.03544e-06
3.51,0.6,0.3,0.399999,0.6,0.3,0.4,-1.81296e-08,-2.99928e-08,1.03181e-06,1.03241e-06
3.52,0.6,0.3,0.4,0.6,0.3,0.4,-3.36034e-07,5.98868e-07,1.14397e-06,1.33425e-06
3.53,0.6,0.3,0.4,0.6,0.3,0.4,1.98015e-07,2.88381e-08,4.64267e-07,5.05554e-07
3.54,0.6,0.3,0.400001,0.6,0.3,0.4,6.65984e-07,-5.52262e-07,4.25888e-07,9.64317e-07
3.55,0.6,0.3,0.4,0.6,0.3,0.4,2.23451e-09,-9.2919e-08,-4.20161e-07,4.30319e-07
3.56,0.6,0.3,0.4,0.6,0.3,0.4,-3.15668e-07,5.35942e-07,-3.08006e-07,6.94081e-07
3.57,0.6,0.3,0.4,0.6,0.3,0.4,1.81306e-08,2.99931e-08,-1.03181e-06,1.03241e-06
3.58,0.6,0.3,0.399999,0.6,0.3,0.4,5.48198e-07,-6.83004e-07,4.34596e-07,9.77696e-07
3.59,0.6,0.3,0.4,0.6,0.3,0.4,4.31936e-07,-5.82232e-07,1.10559e-06,1.32208e-06
3.6,0.6,0.3,0.4,0.6,0.3,0.4,1.98014e-07,2.88379e-08,4.64267e-07,5.05554e-07
3.61,0.6,0.3,0.4,0.6,0.3,0.4,-9.81309e-08,1.30765e-07,-3.60819e-07,3.96131e-07
3.62,0.6,0.3,0.4,0.6,0.3,0.4,-3.65852e-07,6.47784e-07,-2.78335e-07,7.94318e-07
3.63,0.6,0.3,0.4,0.6,0.3,0.4,5.19351e-08,1.78526e-07,-2.87043e-07,3.41998e-07
3.64,0.6,0.3,0.4,0.6,0.3,0.4,-1.49706e-07,7.06615e-07,-8.45878e-07,1.11231e-06
3.65,0.6,0.3,0.399999,0.6,0.3,0.4,3.00133e-07,9.55224e-08,1.47553e-07,3.47816e-07
3.66,0.6,0.3,0.4,0.6,0.3,0.4,3.99656e-07,-4.9925e-07,1.0231e-06,1.20653e-06
3.67,0.6,0.3,0.4,0.6,0.3,0.4,5.15918e-07,-6.00023e-07,3.52111e-07,8.6613e-07
3.68,0.6,0.3,0.4,0.6,0.3,0.4,4.65735e-07,-4.88181e-07,3.81783e-07,7.75234e-07
3.69,0.6,0.3,0.4,0.6,0.3,0.4,-1.50066e-07,-4.77611e-08,-7.37768e-08,1.73908e-07
3.7,0.6,0.3,0.4,0.6,0.3,0.4,-4.65735e-07,4.88181e-07,-3.81782e-07,7.75234e-07
3.71,0.6,0.3,0.4,0.6,0.3,0.4,-1.31936e-07,-1.77681e-08,-1.10559e-06,1.11357e-06
3.72,0.6,0.3,0.399999,0.6,0.3,0.4,-1.50066e-07,-4.77612e-08,-7.37765e-08,1.73908e-07
3.73,0.6,0.3,0.4,0.6,0.3,0.4,2.99773e-07,-6.58854e-07,9.19655e-07,1.17035e-06
3.74,0.6,0.3,0.4,0.6,0.3,0.4,5.15917e-07,-6.00023e-07,3.52112e-07,8.6613e-07
3.75,0.6,0.3,0.4,0.6,0.3,0.4,-1.98014e-07,-2.88379e-08,-4.64267e-07,5.05554e-07
3.76,0.6,0.3,0.4,0.6,0.3,0.4,-3.65851e-07,6.47784e-07,-2.78335e-07,7.94318e-07
3.77,0.6,0.3,0.4,0.6,0.3,0.4,-4.79486e-08,1.89231e-08,-3.9049e-07,3.93878e-07
3.78,0.6,0.3,0.4,0.6,0.3,0.4,2.16145e-07,5.88311e-08,-5.67544e-07,6.10152e-07
3.79,0.6,0.3,0.399999,0.6,0.3,0.4,4.65736e-07,-4.8818e-07,3.81782e-07,7.75234e-07
3.8,0.6,0.3,0.4,0.6,0.3,0.4,1.98015e-07,2.88381e-08,4.64267e-07,5.05554e-07
3.81,0.6,0.3,0.4,0.6,0.3,0.4,-1.19888e-07,6.57699e-07,5.76422e-07,8.82725e-07
3.82,0.6,0.3,0.400001,0.6,0.3,0.4,-4.79482e-08,1.89233e-08,-3.9049e-07,3.93878e-07
3.83,0.6,0.3,0.4,0.6,0.3,0.4,2.23416e-09,-9.29189e-08,-4.20161e-07,4.30319e-07
3.84,0.6,0.3,0.4,0.6,0.3,0.4,-2.31819e-07,-1.77371e-07,-1.20904e-06,1.24377e-06
3.85,0.6,0.3,0.399999,0.6,0.3,0.4,-6.18035e-07,5.33339e-07,-3.53977e-08,8.17111e-07
3.86,0.6,0.3,0.399999,0.6,0.3,0.4,-2.20612e-07,1.27007e-07,1.40787e-06,1.4307e-06
3.87,0.6,0.3,0.400001,0.6,0.3,0.4,-5.36283e-07,6.62949e-07,1.09986e-06,1.39169e-06
3.88,0.6,0.3,0.400001,0.6,0.3,0.4,-9.65984e-07,1.15226e-06,-4.25888e-07,1.56276e-06
3.89,0.6,0.3,0.4,0.6,0.3,0.4,-6.9603e-07,5.42324e-07,-9.28534e-07,1.28092e-06
3.9,0.6,0.3,0.4,0.6,0.3,0.4,1.19888e-07,-6.57699e-07,-5.76422e-07,8.82725e-07
3.91,0.6,0.3,0.4,0.6,0.3,0.4,3.36034e-07,-5.98868e-07,-1.14397e-06,1.33425e-06
3.92,0.6,0.3,0.399999,0.6,0.3,0.4,4.67969e-07,-5.811e-07,-3.8379e-08,7.47091e-07
3.93,0.6,0.3,0.4,0.6,0.3,0.4,-6.83133e-08,8.18493e-08,1.06148e-06,1.06682e-06
3.94,0.6,0.3,0.4,0.6,0.3,0.4,-1.19888e-07,6.57699e-07,5.76422e-07,8.82725e-07
3.95,0.6,0.3,0.4,0.6,0.3,0.4,-1.19888e-07,6.57699e-07,5.76422e-07,8.82725e-07
3.96,0.6,0.3,0.400001,0.6,0.3,0.4,1.50066e-07,4.77612e-08,7.37768e-08,1.73908e-07
3.97,0.6,0.3,0.400001,0.6,0.3,0.4,2.69955e-07,-6.09937e-07,-5.02646e-07,8.35196e-07
3.98,0.6,0.3,0.4,0.6,0.3,0.4,6.83133e-08,-8.18493e-08,-1.06148e-06,1.06682e-06
3.99,0.6,0.3,0.399999,0.6,0.3,0.4,1.50066e-07,4.77611e-08,7.37765e-08,1.73908e-07
4,0.6,0.3,0.4,0.6,0.3,0.4,-3.36034e-07,5.98868e-07,1.14397e-06,1.33425e-06
4.01,0.6,0.3,0.4,0.6,0.3,0.4,1.98015e-07,2.88381e-08,4.64267e-07,5.05554e-07
4.02,0.6,0.3,0.400001,0.6,0.3,0.4,4.67969e-07,-5.811e-07,-3.83788e-08,7.47091e-07
4.03,0.6,0.3,0.4,0.6,0.3,0.4,2.69954e-07,-6.09938e-07,-5.02646e-07,8.35196e-07
4.04,0.6,0.3,0.4,0.6,0.3,0.4,2.23415e-09,-9.29192e-08,-4.20161e-07,4.30319e-07
4.05,0.6,0.3,0.4,0.6,0.3,0.4,3.24126e-08,6.12541e-07,2.30038e-07,6.55114e-07
4.06,0.6,0.3,0.399999,0.6,0.3,0.4,-2.6772e-07,5.17019e-07,8.24848e-08,5.88036e-07
4.07,0.6,0.3,0.399999,0.6,0.3,0.4,-1.20247e-07,-9.66772e-08,1.34852e-06,1.35732e-06
4.08,0.6,0.3,0.400001,0.6,0.3,0.4,-5.19352e-08,-1.78527e-07,2.87042e-07,3.41998e-07
4.09,0.6,0.3,0.4,0.6,0.3,0.4,2.00047e-08,-8.17302e-07,-6.7987e-07,1.0633e-06
4.1,0.6,0.3,0.4,0.6,0.3,0.4,-3.9603e-07,-5.76762e-08,-9.28534e-07,1.01111e-06
4.11,0.6,0.3,0.4,0.6,0.3,0.4,-5.661e-07,7.11865e-07,-3.22441e-07,9.64982e-07
4.12,0.6,0.3,0.4,0.6,0.3,0.4,-3.20521e-08,1.41835e-07,-1.00214e-06,1.01263e-06
4.13,0.6,0.3,0.399999,0.6,0.3,0.4,-5.01827e-08,1.11842e-07,2.9671e-08,1.26124e-07
4.14,0.6,0.3,0.4,0.6,0.3,0.4,2.4959e-07,-5.47012e-07,9.49326e-07,1.12372e-06
4.15,0.6,0.3,0.4,0.6,0.3,0.4,4.65735e-07,-4.88181e-07,3.81782e-07,7.75234e-07
4.16,0.6,0.3,0.4,0.6,0.3,0.4,1.47832e-07,1.4068e-07,4.93938e-07,5.34434e-07
4.17,0.6,0.3,0.400001,0.6,0.3,0.4,-3.65851e-07,6.47784e-07,-2.78335e-07,7.94318e-07
4.18,0.6,0.3,0.4,0.6,0.3,0.4,-4.79486e-08,1.89231e-08,-3.9049e-07,3.93878e-07
4.19,0.6,0.3,0.4,0.6,0.3,0.4,6.83134e-08,-8.18491e-08,-1.06148e-06,1.06682e-06
4.2,0.6,0.3,0.399999,0.6,0.3,0.4,4.67969e-07,-5.811e-07,-3.8379e-08,7.47091e-07
4.21,0.6,0.3,0.4,0.6,0.3,0.4,2.81869e-07,-6.29993e-07,1.03181e-06,1.24136e-06
4.22,0.6,0.3,0.4,0.6,0.3,0.4,-4.3779e-07,1.28656e-06,6.88578e-07,1.52349e-06
4.23,0.6,0.3,0.400001,0.6,0.3,0.4,-5.37543e-07,1.82248e-06,7.32684e-07,2.03647e-06
4.24,0.6,0.3,0.4,0.6,0.3,0.4,-4.79486e-08,1.89231e-08,-3.9049e-07,3.93878e-07
4.25,0.6,0.3,0.4,0.6,0.3,0.4,2.00249e-07,-6.40809e-08,4.41059e-08,2.14829e-07
4.26,0.6,0.3,0.4,0.6,0.3,0.4,2.33916e-07,-6.65552e-07,-8.27253e-07,1.08721e-06
4.27,0.6,0.3,0.399999,0.6,0.3,0.4,2.63735e-07,-7.14468e-07,5.95048e-07,9.6649e-07
4.28,0.6,0.3,0.400001,0.6,0.3,0.4,-1.00244e-07,-9.1398e-07,6.68654e-07,1.13688e-06
4.29,0.6,0.3,0.4,0.6,0.3,0.4,-1.30062e-07,-8.65063e-07,-7.53647e-07,1.15466e-06
4.3,0.6,0.3,0.4,0.6,0.3,0.4,-5.46096e-07,-1.05437e-07,-1.00231e-06,1.14628e-06
4.31,0.6,0.3,0.4,0.6,0.3,0.4,-7.16166e-07,6.64104e-07,-3.96217e-07,1.054e-06
4.32,0.6,0.3,0.4,0.6,0.3,0.4,-5.66101e-07,7.11865e-07,-3.2244e-07,9.64982e-07
4.33,0.6,0.3,0.4,0.6,0.3,0.4,1.65963e-07,1.70673e-07,-5.37873e-07,5.88201e-07
4.34,0.6,0.3,0.399999,0.6,0.3,0.4,0,0,-0,0
4.35,0.6,0.3,0.4,0.6,0.3,0.4,4.47605e-07,-5.18174e-07,1.41359e-06,1.5707e-06
4.36,0.6,0.3,0.4,0.6,0.3,0.4,4.65735e-07,-4.88181e-07,3.81782e-07,7.75234e-07
4.37,0.6,0.3,0.4,0.6,0.3,0.4,1.98015e-07,2.88381e-08,4.64267e-07,5.05554e-07
4.38,0.6,0.3,0.4,0.6,0.3,0.4,-1.67836e-07,6.76622e-07,1.85932e-07,7.21497e-07
4.39,0.6,0.3,0.4,0.6,0.3,0.4,-5.13684e-07,5.07104e-07,-7.72272e-07,1.05709e-06
4.4,0.6,0.3,0.4,0.6,0.3,0.4,-4.79486e-08,1.89231e-08,-3.9049e-07,3.93878e-07
4.41,0.6,0.3,0.4,0.6,0.3,0.4,4.861e-07,-5.51107e-07,-1.07019e-06,1.2982e-06
4.42,0.6,0.3,0.399999,0.6,0.3,0.4,1.98015e-07,2.88382e-08,4.64267e-07,5.05554e-07
4.43,0.6,0.3,0.4,0.6,0.3,0.4,-1.85968e-07,6.46629e-07,1.21774e-06,1.39126e-06
4.44,0.6,0.3,0.4,0.6,0.3,0.4,1.98015e-07,2.88381e-08,4.64267e-07,5.05554e-07
4.45,0.6,0.3,0.400001,0.6,0.3,0.4,4.67969e-07,-5.811e-07,-3.83788e-08,7.47091e-07
4.46,0.6,0.3,0.4,0.6,0.3,0.4,2.23415e-09,-9.29192e-08,-4.20161e-07,4.30319e-07
4.47,0.6,0.3,0.4,0.6,0.3,0.4,-4.79485e-08,1.8923e-08,-3.9049e-07,3.93878e-07
4.48,0.6,0.3,0.4,0.6,0.3,0.4,9.84913e-08,6.23611e-07,-4.11283e-07,7.53488e-07
4.49,0.6,0.3,0.399999,0.6,0.3,0.4,1.50066e-07,4.77612e-08,7.37765e-08,1.73908e-07
4.5,0.6,0.3,0.4,0.6,0.3,0.4,4.49839e-07,-6.11093e-07,9.93432e-07,1.25008e-06
4.51,0.6,0.3,0.4,0.6,0.3,0.4,1.98015e-07,2.88381e-08,4.64267e-07,5.05554e-07
4.52,0.6,0.3,0.4,0.6,0.3,0.4,-1.17654e-07,5.6478e-07,1.56261e-07,5.97693e-07
4.53,0.6,0.3,0.4,0.6,0.3,0.4,-4.79486e-08,1.89231e-08,-3.9049e-07,3.93878e-07
4.54,0.6,0.3,0.4,0.6,0.3,0.4,2.2342e-09,-9.2919e-08,-4.20161e-07,4.30319e-07
4.55,0.6,0.3,0.4,0.6,0.3,0.4,5.34049e-07,-5.7003e-07,-6.79699e-07,1.03544e-06
4.56,0.6,0.3,0.399999,0.6,0.3,0.4,-1.02117e-07,-6.66842e-08,3.16713e-07,3.39385e-07
4.57,0.6,0.3,0.399999,0.6,0.3,0.4,-6.38399e-07,5.96265e-07,1.41657e-06,1.66426e-06
4.58,0.6,0.3,0.400001,0.6,0.3,0.4,-3.68447e-07,-1.36735e-08,9.13928e-07,9.85497e-07
4.59,0.6,0.3,0.400001,0.6,0.3,0.4,-3.48081e-07,-7.65987e-08,-5.38044e-07,6.45383e-07
4.6,0.6,0.3,0.4,0.6,0.3,0.4,-9.6375e-07,1.05934e-06,-8.46049e-07,1.66338e-06
4.61,0.6,0.3,0.4,0.6,0.3,0.4,-3.45847e-07,-1.69518e-07,-9.58205e-07,1.03272e-06
4.62,0.6,0.3,0.4,0.6,0.3,0.4,3.36034e-07,-5.98868e-07,-1.14397e-06,1.33425e-06
4.63,0.6,0.3,0.399999,0.6,0.3,0.4,3.17903e-07,-6.28861e-07,-1.12156e-07,7.13517e-07
4.64,0.6,0.3,0.4,0.6,0.3,0.4,-1.81305e-08,-2.9993e-08,1.03181e-06,1.03241e-06
4.65,0.6,0.3,0.4,0.6,0.3,0.4,-1.7007e-07,7.69541e-07,6.06093e-07,9.94217e-07
4.66,0.6,0.3,0.4,0.6,0.3,0.4,-1.70071e-07,7.69541e-07,6.06093e-07,9.94217e-07
4.67,0.6,0.3,0.4,0.6,0.3,0.4,2.97898e-07,1.88441e-07,5.67714e-07,6.68246e-07
4.68,0.6,0.3,0.400001,0.6,0.3,0.4,4.17787e-07,-4.69257e-07,-8.70785e-09,6.2835e-07
4.69,0.6,0.3,0.4,0.6,0.3,0.4,2.69954e-07,-6.09938e-07,-5.02646e-07,8.35196e-07
4.7,0.6,0.3,0.4,0.6,0.3,0.4,1.81306e-08,2.99929e-08,-1.03181e-06,1.03241e-06
4.71,0.6,0.3,0.399999,0.6,0.3,0.4,-1.67836e-07,6.76622e-07,1.85932e-07,7.21497e-07
4.72,0.6,0.3,0.4,0.6,0.3,0.4,-6.83134e-08,8.18491e-08,1.06148e-06,1.06682e-06
4.73,0.6,0.3,0.400001,0.6,0.3,0.4,1.98014e-07,2.88379e-08,4.64267e-07,5.05554e-07
4.74,0.6,0.3,0.400001,0.6,0.3,0.4,2.69955e-07,-6.09937e-07,-5.02646e-07,8.35196e-07
4.75,0.6,0.3,0.4,0.6,0.3,0.4,2.69954e-07,-6.09938e-07,-5.02646e-07,8.35196e-07
4.76,0.6,0.3,0.4,0.6,0.3,0.4,-4.79485e-08,1.8923e-08,-3.9049e-07,3.93878e-07
4.77,0.6,0.3,0.4,0.6,0.3,0.4,4.83085e-08,7.35453e-07,-3.81612e-07,8.29971e-07
4.78,0.6,0.3,0.399999,0.6,0.3,0.4,1.98015e-07,2.88381e-08,4.64267e-07,5.05554e-07
4.79,0.6,0.3,0.4,0.6,0.3,0.4,2.98179e-08,-4.89162e-08,1.4223e-06,1.42345e-06
4.8,0.6,0.3,0.4,0.6,0.3,0.4,3.65852e-07,-6.47784e-07,2.78335e-07,7.94318e-07
4.81,0.6,0.3,0.4,0.6,0.3,0.4,5.01827e-08,-1.11842e-07,-2.96709e-08,1.26124e-07
4.82,0.6,0.3,0.4,0.6,0.3,0.4,-3.9603e-07,-5.76762e-08,-9.28534e-07,1.01111e-06
4.83,0.6,0.3,0.4,0.6,0.3,0.4,-3.15669e-07,5.35942e-07,-3.08006e-07,6.94081e-07
4.84,0.6,0.3,0.399999,0.6,0.3,0.4,1.81296e-08,2.99929e-08,-1.03181e-06,1.03241e-06
4.85,0.6,0.3,0.399999,0.6,0.3,0.4,3.20531e-08,-1.41835e-07,1.00214e-06,1.01263e-06
4.86,0.6,0.3,0.4,0.6,0.3,0.4,1.47832e-07,1.4068e-07,4.93938e-07,5.34434e-07
4.87,0.6,0.3,0.4,0.6,0.3,0.4,-2.69821e-07,1.30546e-06,6.50199e-07,1.48317e-06
4.88,0.6,0.3,0.4,0.6,0.3,0.4,-3.47949e-07,6.18923e-07,-3.9049e-07,8.10319e-07
4.89,0.6,0.3,0.4,0.6,0.3,0.4,3.69838e-07,-4.50334e-07,-3.99198e-07,7.06357e-07
